HUMAN|HGNC=3311|UniProtKB=P30740	6	2832332	2842006	-1
HUMAN|HGNC=2433|UniProtKB=P07333	5	150070540	150113372	-1
HUMAN|HGNC=12766|UniProtKB=O96028	4	1887501	1948818	1
HUMAN|HGNC=25955|UniProtKB=Q8ND82	X	130215193	130268899	-1
HUMAN|HGNC=10458|UniProtKB=Q92681	1	15659869	15661722	1
HUMAN|HGNC=3299|UniProtKB=P55010	14	103334803	103338750	1
HUMAN|HGNC=33624|UniProtKB=Q5TBC7	1	113881123	113887547	-1
HUMAN|HGNC=11945|UniProtKB=P19237	1	201411402	201421746	-1
HUMAN|HGNC=26766|UniProtKB=Q8N957	17	56174175	56482646	1
HUMAN|HGNC=3365|UniProtKB=O75355	3	40387156	40400994	1
HUMAN|HGNC=3602|UniProtKB=Q9UBX5	14	91895008	91947823	-1
HUMAN|HGNC=2874|UniProtKB=P15559	16	69706996	69726668	-1
HUMAN|HGNC=18260|UniProtKB=Q9NX57	13	110523066	110561733	-1
HUMAN|HGNC=10979|UniProtKB=P53007	22	19175575	19178521	-1
HUMAN|HGNC=16909|UniProtKB=O14777	18	2571565	2582879	1
HUMAN|HGNC=4826|UniProtKB=Q6B0K9	16	165978	166768	1
HUMAN|HGNC=13867|UniProtKB=Q96B97	X	19645417	19887601	-1
HUMAN|HGNC=19223|UniProtKB=P56851	14	20768427	20770948	1
HUMAN|HGNC=13211|UniProtKB=P98194	3	130893968	131016712	1
HUMAN|HGNC=29588|UniProtKB=Q5BJE1	18	32937403	33440693	-1
HUMAN|HGNC=26077|UniProtKB=Q8TCQ1	4	163585749	163613513	-1
HUMAN|HGNC=12991|UniProtKB=Q9BSG1	2	95165817	95182967	1
HUMAN|HGNC=20|UniProtKB=P49588	16	70254390	70289543	-1
HUMAN|HGNC=10353|UniProtKB=P36578	15	66498015	66524532	-1
HUMAN|HGNC=9243|UniProtKB=O14829	X	18707658	18761576	1
HUMAN|HGNC=6112|UniProtKB=P51617	X	154010520	154019897	-1
HUMAN|HGNC=9311|UniProtKB=Q13362	14	101901857	101906647	1
HUMAN|HGNC=19217|UniProtKB=Q6YHU6	2	43556093	43592420	-1
HUMAN|HGNC=24102|UniProtKB=Q96EG1	17	68291495	68307579	1
HUMAN|HGNC=28473|UniProtKB=Q8NC60	4	56963370	56978823	-1
HUMAN|HGNC=7857|UniProtKB=P30419	17	45061679	45109009	1
HUMAN|Ensembl=ENSG00000282872|UniProtKB=A0A0U1RR37	1	26165708	26168581	-1
HUMAN|HGNC=2343|UniProtKB=P82279	1	197413829	197478455	1
HUMAN|HGNC=24580|UniProtKB=Q96Q77	19	16161415	16173525	-1
HUMAN|HGNC=8471|UniProtKB=Q96RD0	11	124382395	124383362	-1
HUMAN|HGNC=4284|UniProtKB=P29033	13	20187472	20192898	-1
HUMAN|HGNC=14461|UniProtKB=Q8WTU2	7	76389334	76409695	-1
HUMAN|HGNC=11056|UniProtKB=P48067	1	43991500	44031386	-1
HUMAN|HGNC=14942|UniProtKB=Q86XI6	8	9139563	9150696	-1
HUMAN|HGNC=28052|UniProtKB=Q9NQH7	22	40857120	40927505	1
HUMAN|HGNC=7506|UniProtKB=O75431	2	176269419	176338025	1
HUMAN|HGNC=4014|UniProtKB=P21217	19	5842891	5851449	-1
HUMAN|HGNC=26151|UniProtKB=Q9H6T3	12	47663292	47706061	-1
HUMAN|HGNC=24304|UniProtKB=Q9BPX3	4	17811022	17844862	1
HUMAN|HGNC=14957|UniProtKB=Q14671	1	30945401	30995104	-1
HUMAN|HGNC=19685|UniProtKB=P49903	10	13317424	13348298	-1
HUMAN|HGNC=5949|UniProtKB=Q93033	1	117001812	117034250	1
HUMAN|HGNC=12759|UniProtKB=Q9P2S5	1	3630767	3650063	-1
HUMAN|HGNC=17408|UniProtKB=Q6NZY7	19	54465026	54473264	-1
HUMAN|Ensembl=ENSG00000248235|UniProtKB=H7C1D1	8	22589293	22601360	1
HUMAN|HGNC=3176|UniProtKB=P05305	6	12290363	12297194	1
HUMAN|HGNC=33632|UniProtKB=A6NMK7	17	73248449	73262352	-1
HUMAN|HGNC=12462|UniProtKB=P57075	21	42403917	42447243	1
HUMAN|HGNC=14379|UniProtKB=O95170	17	15588663	15598797	-1
HUMAN|HGNC=39550|UniProtKB=A0A096LPE2	11	18231423	18248635	-1
HUMAN|HGNC=17809|UniProtKB=Q86US8	17	2172802	2212737	-1
HUMAN|HGNC=20982|UniProtKB=Q9NRG4	1	214330977	214337131	1
HUMAN|HGNC=15893|UniProtKB=Q9NUR3	20	1180561	1184675	-1
HUMAN|HGNC=30163|UniProtKB=O60678	11	20387747	20397662	1
HUMAN|HGNC=49601|UniProtKB=A0A0B4J2H0	14	106762092	106762588	-1
HUMAN|HGNC=30702|UniProtKB=Q9NP50	12	31280584	31325494	-1
HUMAN|HGNC=23362|UniProtKB=Q96GX8	16	85707517	85751105	-1
HUMAN|HGNC=18335|UniProtKB=Q8IY51	4	152769354	152779764	-1
HUMAN|HGNC=20961|UniProtKB=Q92625	6	34889265	35091413	1
HUMAN|HGNC=7032|UniProtKB=P55081	15	43804492	43824802	-1
HUMAN|HGNC=4458|UniProtKB=P06744	19	34365022	34400328	1
HUMAN|HGNC=19012|UniProtKB=Q9Y5Q5	4	47595721	47790260	-1
HUMAN|HGNC=17|UniProtKB=P22760	3	151814073	151828488	1
HUMAN|HGNC=13722|UniProtKB=P61970	16	67846732	67870852	1
HUMAN|HGNC=1724|UniProtKB=Q9UJX2	5	138187648	138213323	-1
HUMAN|HGNC=2703|UniProtKB=P42126	16	2240037	2252300	-1
HUMAN|HGNC=4805|UniProtKB=Q16775	16	1808872	1816907	-1
HUMAN|HGNC=28404|UniProtKB=Q6P3S1	1	197504751	197583220	-1
HUMAN|HGNC=2501|UniProtKB=P32929	1	70411272	70439204	1
HUMAN|HGNC=13806|UniProtKB=Q9Y4Z2	10	69571698	69573238	-1
HUMAN|HGNC=12306|UniProtKB=Q14669	2	229859376	229778465	-1
HUMAN|HGNC=17537|UniProtKB=Q9NY37	4	155829729	155866273	-1
HUMAN|HGNC=23022|UniProtKB=Q86YH2	22	22484858	22509154	-1
HUMAN|HGNC=3539|UniProtKB=O00254	5	76615482	76623413	-1
HUMAN|HGNC=29225|UniProtKB=Q9ULJ1	1	86358819	86396280	-1
HUMAN|HGNC=8740|UniProtKB=Q9HD42	16	89645955	89657845	-1
HUMAN|HGNC=23387|UniProtKB=Q76FK4	9	92297484	92325636	-1
HUMAN|HGNC=10915|UniProtKB=Q9Y666	5	1050376	1093575	-1
HUMAN|HGNC=26920|UniProtKB=Q96G46	19	5789134	5785755	-1
HUMAN|HGNC=24335|UniProtKB=Q99627	2	237094139	237097933	1
HUMAN|HGNC=18360|UniProtKB=Q92551	3	49727028	49786194	-1
HUMAN|HGNC=34493|UniProtKB=A6NHQ4	17	38671703	38675421	-1
HUMAN|HGNC=24575|UniProtKB=Q9Y248	16	85676198	85688025	-1
HUMAN|HGNC=5969|UniProtKB=P29459	3	159988954	159996012	1
HUMAN|HGNC=20708|UniProtKB=O95704	5	140558269	140564332	-1
HUMAN|HGNC=19307|UniProtKB=Q7Z5N4	7	3301587	3958287	1
HUMAN|HGNC=1837|UniProtKB=P53567	19	33374312	33382686	1
HUMAN|HGNC=23572|UniProtKB=Q14149	21	36320189	36386148	1
HUMAN|HGNC=2910|UniProtKB=Q9NR61	15	40929393	40939072	1
HUMAN|HGNC=18403|UniProtKB=Q8IZU1	X	8790795	8801383	-1
HUMAN|HGNC=26046|UniProtKB=Q8TBF5	3	196712681	196728351	1
HUMAN|HGNC=16639|UniProtKB=Q9UQ35	16	2770355	2769248	1
HUMAN|HGNC=11254|UniProtKB=O43791	17	49621946	49678046	-1
HUMAN|HGNC=3416|UniProtKB=P19235	19	11377205	11384284	-1
HUMAN|HGNC=17340|UniProtKB=Q6P2Q9	17	1659969	1684837	-1
HUMAN|HGNC=27616|UniProtKB=Q4G0G5	19	34593442	34594585	-1
HUMAN|HGNC=24500|UniProtKB=Q69YN4	8	94487693	94492758	-1
HUMAN|HGNC=1140|UniProtKB=O00478	6	26440472	26453415	1
HUMAN|HGNC=9336|UniProtKB=P78395	22	22547767	22559143	-1
HUMAN|HGNC=3821|UniProtKB=O43524	6	108656346	108684768	1
HUMAN|HGNC=26294|UniProtKB=C9J442	22	41690543	41698136	1
HUMAN|HGNC=7900|UniProtKB=P55786	17	47586336	47621968	1
HUMAN|HGNC=14036|UniProtKB=Q8TCC3	2	99181079	99195089	1
HUMAN|HGNC=1674|UniProtKB=P07766	11	118304899	118316175	1
HUMAN|Ensembl=ENSG00000249967|UniProtKB=E9PAM4	10	97584374	97673910	1
HUMAN|HGNC=5213|UniProtKB=P51659	5	119452538	119542332	1
HUMAN|HGNC=30968|UniProtKB=A6NGK3	X	49303669	49319844	1
HUMAN|HGNC=16018|UniProtKB=Q86UW7	7	122318425	122438376	-1
HUMAN|HGNC=26634|UniProtKB=Q8N239	X	21654690	21658330	-1
HUMAN|HGNC=25312|UniProtKB=Q6UWH4	4	158124854	158159681	-1
HUMAN|Gene=SGK223|UniProtKB=Q86YV5	8	8317736	8386498	-1
HUMAN|HGNC=6461|UniProtKB=Q9NSB2	12	52377812	52385652	-1
HUMAN|HGNC=29647|UniProtKB=Q5TCQ9	1	113390972	113682434	1
HUMAN|HGNC=4010|UniProtKB=P35637	16	31180139	31191602	1
HUMAN|HGNC=11863|UniProtKB=O76062	11	65111998	65115394	1
HUMAN|HGNC=16784|UniProtKB=Q9BZQ8	1	184791030	184805985	-1
HUMAN|HGNC=24049|UniProtKB=Q96L15	11	3638503	3640297	-1
HUMAN|HGNC=16104|UniProtKB=Q8IXH6	20	34704290	34713439	1
HUMAN|HGNC=16500|UniProtKB=Q9UN19	4	99816833	99868714	1
HUMAN|HGNC=1628|UniProtKB=P08571	5	140632741	140633701	-1
HUMAN|HGNC=15525|UniProtKB=Q6XYB7	2	74497582	74499716	-1
HUMAN|HGNC=8718|UniProtKB=Q9Y5F6	5	141489167	141512979	1
HUMAN|HGNC=691|UniProtKB=O14813	11	72239077	72241192	-1
HUMAN|HGNC=28216|UniProtKB=Q96I36	12	50112082	50120451	1
HUMAN|HGNC=23157|UniProtKB=Q9Y672	1	63367650	63438562	1
HUMAN|HGNC=16270|UniProtKB=O95907	22	38081955	38083142	-1
HUMAN|HGNC=33787|UniProtKB=Q5JPI9	10	124759955	124791868	-1
HUMAN|HGNC=30655|UniProtKB=Q8N0Z2	8	106759483	106770245	-1
HUMAN|HGNC=34211|UniProtKB=A8MX34	17	41301826	41302851	-1
HUMAN|HGNC=18619|UniProtKB=Q96JB2	13	45465005	45532109	1
HUMAN|HGNC=19342|UniProtKB=Q9BVH7	1	76867480	77065711	1
HUMAN|HGNC=10886|UniProtKB=Q8IXJ6	19	38889697	38894277	-1
HUMAN|HGNC=10947|UniProtKB=Q08357	8	42472249	42541512	-1
HUMAN|HGNC=15517|UniProtKB=Q9H1B5	17	50357166	50363138	1
HUMAN|HGNC=23690|UniProtKB=Q8TAX9	17	39904595	39918635	-1
HUMAN|HGNC=22042|UniProtKB=Q8N8L6	5	176368947	176381909	1
HUMAN|HGNC=30365|UniProtKB=Q7L5Y1	18	674038	712523	-1
HUMAN|HGNC=44659|UniProtKB=Q96MC4	17	78890638	78903201	-1
HUMAN|HGNC=16870|UniProtKB=Q14680	9	36572897	36643027	1
HUMAN|HGNC=6243|UniProtKB=Q9Y6H6	11	74457406	74462367	-1
HUMAN|HGNC=11803|UniProtKB=O95411	17	29073521	29078857	-1
HUMAN|HGNC=17857|UniProtKB=Q86WT6	15	44728988	44767827	1
HUMAN|HGNC=17032|UniProtKB=Q9Y279	X	66021740	66033664	-1
HUMAN|HGNC=30800|UniProtKB=Q8NEW7	3	46701333	46710886	1
HUMAN|HGNC=14874|UniProtKB=Q96PH1	15	69014698	69056696	1
HUMAN|HGNC=16034|UniProtKB=Q86UB2	13	102799049	102841533	1
HUMAN|HGNC=26823|UniProtKB=Q6P6B1	8	98064311	98093610	1
HUMAN|HGNC=19338|UniProtKB=Q9BWU1	6	110609978	110815096	-1
HUMAN|HGNC=28238|UniProtKB=Q969Y0	3	101781706	101823623	1
HUMAN|HGNC=9889|UniProtKB=Q7Z6E9	16	24540496	24570113	1
HUMAN|HGNC=10789|UniProtKB=Q16629	2	38743599	38751352	-1
HUMAN|HGNC=6553|UniProtKB=P41159	7	128241284	128257628	1
HUMAN|HGNC=12212|UniProtKB=A0A576	7	142308542	142309048	1
HUMAN|HGNC=10378|UniProtKB=P52815	17	81703488	81707526	1
HUMAN|HGNC=598|UniProtKB=Q06481	11	130069894	130110560	1
HUMAN|HGNC=23781|UniProtKB=Q9Y2S7	17	28347177	28357463	-1
HUMAN|HGNC=6601|UniProtKB=P49917	13	108207439	108215535	-1
HUMAN|HGNC=9101|UniProtKB=P51805	X	154458281	154477779	1
HUMAN|HGNC=5926|UniProtKB=A0A0A0MRZ9	22	22318727	22319226	1
HUMAN|HGNC=24170|UniProtKB=Q8TDN6	5	34915376	34925996	1
HUMAN|HGNC=11172|UniProtKB=Q13596	15	64094276	64126131	1
HUMAN|HGNC=17851|UniProtKB=Q9Y3B8	11	114439499	114441902	1
HUMAN|HGNC=25762|UniProtKB=Q969V5	1	20499448	20508161	-1
HUMAN|HGNC=9356|UniProtKB=Q9HCU5	2	27130765	27134675	-1
HUMAN|HGNC=12189|UniProtKB=A0A5B0	7	142587868	142588359	1
HUMAN|HGNC=13198|UniProtKB=P98168	X	57906708	57910820	-1
HUMAN|HGNC=25536|UniProtKB=Q5D0E6	3	49015488	49021251	-1
HUMAN|HGNC=32070|UniProtKB=Q96S90	1	151160585	151165919	-1
HUMAN|HGNC=13655|UniProtKB=Q8IX30	6	35214419	35253079	1
HUMAN|HGNC=15042|UniProtKB=Q8NGW1	2	240045077	240046072	-1
HUMAN|HGNC=24590|UniProtKB=Q9C005	2	32024102	32039812	-1
HUMAN|HGNC=21163|UniProtKB=Q14676	6	30713833	30717075	-1
HUMAN|HGNC=1374|UniProtKB=P07451	8	85438827	85442130	1
HUMAN|Ensembl=ENSG00000281593|UniProtKB=H3BRR5	7	30362400	30412502	1
HUMAN|HGNC=21332|UniProtKB=Q86UX6	10	132207492	132331831	-1
HUMAN|HGNC=934|UniProtKB=Q9Y5Z0	21	41167801	41276597	1
HUMAN|HGNC=1403|UniProtKB=P54284	12	48818731	48825720	1
HUMAN|HGNC=2907|UniProtKB=P80370	14	100726909	100729234	1
HUMAN|HGNC=4655|UniProtKB=P32780	11	18322596	18348831	1
HUMAN|HGNC=14374|UniProtKB=Q9C000	17	5514754	5583957	-1
HUMAN|HGNC=2459|UniProtKB=P19784	16	58158117	58197920	-1
HUMAN|HGNC=12791|UniProtKB=Q14191	8	31033801	31173769	1
HUMAN|HGNC=24879|UniProtKB=Q6UY09	19	44501677	44529525	-1
HUMAN|HGNC=12778|UniProtKB=O14904	1	227918656	227947898	-1
HUMAN|HGNC=26782|UniProtKB=Q6P656	15	81134247	81136748	1
HUMAN|HGNC=4466|UniProtKB=P47775	13	26758310	26760785	-1
HUMAN|Ensembl=ENSG00000266953|UniProtKB=K7ESF4	19	34400347	34409364	1
HUMAN|HGNC=88|UniProtKB=P28330	2	210187939	210225491	-1
HUMAN|HGNC=8002|UniProtKB=P54845	14	24080877	24084625	-1
HUMAN|HGNC=6893|UniProtKB=P10636	17	45962338	46028334	1
HUMAN|HGNC=24097|UniProtKB=Q8WWN8	5	141672267	141682203	-1
HUMAN|HGNC=21090|UniProtKB=Q5T215	6	116496483	116545610	-1
HUMAN|Ensembl=ENSG00000257184|UniProtKB=D6RAR5	7	27163535	27180013	-1
HUMAN|HGNC=41989|UniProtKB=A6NJU9	16	30235499	30239420	-1
HUMAN|HGNC=9891|UniProtKB=Q99708	18	22968842	22968810	1
HUMAN|HGNC=427|UniProtKB=Q9UM73	2	29220870	29224730	-1
HUMAN|HGNC=9782|UniProtKB=P61018	19	40778216	40796935	1
HUMAN|HGNC=1364|UniProtKB=Q9NX38	9	108934540	108950744	1
HUMAN|HGNC=28741|UniProtKB=Q86SU0	3	121987323	122022204	-1
HUMAN|HGNC=27603|UniProtKB=O75290	19	40076123	40090938	-1
HUMAN|HGNC=34530|UniProtKB=A8MZ26	5	172194172	172203452	1
HUMAN|HGNC=16859|UniProtKB=O75052	1	162069774	162370475	1
HUMAN|HGNC=15605|UniProtKB=Q86WV1	17	48136938	48137334	-1
HUMAN|HGNC=3488|UniProtKB=P14921	11	128460244	128587558	-1
HUMAN|HGNC=38879|UniProtKB=A0A0X1KG74	19	52928475	52962823	-1
HUMAN|HGNC=27229|UniProtKB=Q86W74	8	100529577	100559784	-1
HUMAN|HGNC=23090|UniProtKB=Q8N697	12	128808806	128814959	-1
HUMAN|HGNC=10848|UniProtKB=Q15465	7	155799986	155809072	-1
HUMAN|HGNC=8878|UniProtKB=Q01813	10	3104747	3129941	1
HUMAN|HGNC=1819|UniProtKB=Q14002	19	41677409	41688270	-1
HUMAN|HGNC=24515|UniProtKB=O95563	1	167916729	167936805	-1
HUMAN|HGNC=3575|UniProtKB=O95864	11	61827761	61864221	1
HUMAN|HGNC=14959|UniProtKB=Q96T37	1	110338506	110346677	1
HUMAN|HGNC=15687|UniProtKB=O75563	7	26667062	26995239	-1
HUMAN|HGNC=17646|UniProtKB=Q96IV0	3	25719276	25790039	-1
HUMAN|HGNC=13003|UniProtKB=Q13398	19	57633168	57642226	1
HUMAN|HGNC=14816|UniProtKB=Q8NGX3	1	158398522	158399466	-1
HUMAN|HGNC=21478|UniProtKB=Q8HWS3	6	116877260	116932163	1
HUMAN|HGNC=7199|UniProtKB=P00540	8	56112942	56113982	-1
HUMAN|HGNC=15959|UniProtKB=Q9H112	20	23450403	23452857	-1
HUMAN|HGNC=932|UniProtKB=Q14032	9	101360417	101371475	-1
HUMAN|HGNC=3257|UniProtKB=Q14232	12	123625967	123632447	-1
HUMAN|HGNC=33264|UniProtKB=Q6ZWI9	6	112347330	112351296	1
HUMAN|HGNC=12953|UniProtKB=P49910	6	28080975	28089563	1
HUMAN|HGNC=5045|UniProtKB=P14866	19	38836388	38851155	-1
HUMAN|HGNC=16647|UniProtKB=O00574	3	45945049	45948337	1
HUMAN|HGNC=15104|UniProtKB=Q8NGT0	9	104617248	104618204	-1
HUMAN|HGNC=20296|UniProtKB=Q9Y2H6	13	49198210	49209593	1
HUMAN|HGNC=15530|UniProtKB=Q9NRJ4	6	158461650	158508376	1
HUMAN|HGNC=29990|UniProtKB=O60356	16	28532708	28538951	-1
HUMAN|HGNC=31860|UniProtKB=Q6NSI3	4	1640602	1668905	-1
HUMAN|HGNC=6025|UniProtKB=P10145	4	73740506	73742330	1
HUMAN|HGNC=5132|UniProtKB=Q9GZZ0	2	176188579	176190907	1
HUMAN|HGNC=30313|UniProtKB=Q5T4S7	1	19121200	19104916	-1
HUMAN|HGNC=25816|UniProtKB=Q9H8M9	2	75492318	75560938	-1
HUMAN|HGNC=29196|UniProtKB=Q5BKX6	8	141207166	141228574	-1
HUMAN|HGNC=24045|UniProtKB=Q8NFR3	3	161371530	161346323	-1
HUMAN|HGNC=20877|UniProtKB=Q9H7R0	19	12349701	12365641	-1
HUMAN|HGNC=24465|UniProtKB=Q9UL52	4	68461821	68497604	1
HUMAN|HGNC=19084|UniProtKB=Q86YT9	11	118205951	118214891	-1
HUMAN|HGNC=15297|UniProtKB=Q8NGG3	11	56252200	56253222	1
HUMAN|HGNC=4670|UniProtKB=Q9BX10	6	43620490	43627353	-1
HUMAN|HGNC=16211|UniProtKB=Q9UJQ7	20	18813726	18814392	1
HUMAN|Ensembl=ENSG00000262302|UniProtKB=I3L3M4	17	7246829	7262089	-1
HUMAN|HGNC=1913|UniProtKB=P18754	1	28506057	28536875	1
HUMAN|HGNC=29500|UniProtKB=Q8N0W3	16	70454727	70480274	1
HUMAN|HGNC=33257|UniProtKB=Q6ZN06	19	53467735	53490578	1
HUMAN|HGNC=19266|UniProtKB=Q6XYQ8	12	33374238	33439646	-1
HUMAN|HGNC=25708|UniProtKB=Q96JM4	12	85044781	85047286	1
HUMAN|HGNC=11569|UniProtKB=Q15633	12	53501366	53505686	1
HUMAN|HGNC=20507|UniProtKB=Q7L7L0	1	228456979	228457873	-1
HUMAN|HGNC=25572|UniProtKB=Q8N5G2	1	25430858	25500209	1
HUMAN|HGNC=2531|UniProtKB=Q9UBX1	11	66564575	66568596	-1
HUMAN|HGNC=29211|UniProtKB=A4D1T9	7	141836300	141841211	-1
HUMAN|HGNC=4662|UniProtKB=Q92664	13	27424638	27435688	1
HUMAN|HGNC=2853|UniProtKB=P49619	3	186147201	186361957	-1
HUMAN|HGNC=21308|UniProtKB=Q9NYP7	6	53267398	53348926	-1
HUMAN|HGNC=5662|UniProtKB=A0A0B4J1U7	14	105939756	105940253	-1
HUMAN|HGNC=14671|UniProtKB=Q9H9F9	20	38748442	38772520	1
HUMAN|HGNC=4575|UniProtKB=Q9ULK0	10	85599555	85916241	-1
HUMAN|HGNC=10485|UniProtKB=Q15413	15	33310945	33503738	1
HUMAN|HGNC=6643|UniProtKB=Q8TAP4	12	16548373	16608214	-1
HUMAN|HGNC=14618|UniProtKB=Q8WTP9	X	52862528	52867301	-1
HUMAN|HGNC=30081|UniProtKB=O95707	19	29604017	29615266	1
HUMAN|HGNC=20244|UniProtKB=Q8N118	1	47023568	47050751	1
HUMAN|HGNC=10383|UniProtKB=P46783	6	34417454	34426041	-1
HUMAN|HGNC=8209|UniProtKB=Q8NGS2	9	122510802	122511743	1
HUMAN|HGNC=17268|UniProtKB=Q9H3R5	5	69189548	69209929	1
HUMAN|HGNC=21339|UniProtKB=O60522	6	46693972	46704319	1
HUMAN|HGNC=4125|UniProtKB=Q14435	2	165770666	165764959	-1
HUMAN|HGNC=19322|UniProtKB=Q8WY54	17	58755869	58985176	1
HUMAN|HGNC=10921|UniProtKB=Q16348	3	121894440	121944102	1
HUMAN|HGNC=19098|UniProtKB=Q6ZRY4	15	64739898	64761217	-1
HUMAN|HGNC=8827|UniProtKB=Q96FA3	2	64092652	64144454	-1
HUMAN|HGNC=29095|UniProtKB=O75157	3	150410969	150458679	1
HUMAN|HGNC=20628|UniProtKB=Q9UI26	5	62412767	62580680	1
HUMAN|HGNC=26331|UniProtKB=Q96DL1	11	114678386	114706933	1
HUMAN|HGNC=1455|UniProtKB=P27797	19	12938645	12944489	1
HUMAN|HGNC=28862|UniProtKB=Q6KC79	5	36876759	37064190	1
HUMAN|HGNC=12397|UniProtKB=Q15361	9	132375548	132406822	-1
HUMAN|HGNC=37213|UniProtKB=C9JXX5	11	45906534	45907282	-1
HUMAN|HGNC=21688|UniProtKB=O43257	7	101217668	101224190	1
HUMAN|HGNC=26004|UniProtKB=Q9H9A6	1	70144805	70205620	-1
HUMAN|HGNC=1445|UniProtKB=P0DP24	2	47160739	47176511	-1
HUMAN|HGNC=20150|UniProtKB=P59190	14	64945814	64971894	-1
HUMAN|HGNC=26296|UniProtKB=Q5U5Z8	11	47659593	47714709	-1
HUMAN|HGNC=12970|UniProtKB=Q9UJW8	19	44475639	44500510	-1
HUMAN|HGNC=20662|UniProtKB=Q6NUK1	1	108134823	108200358	-1
HUMAN|HGNC=13726|UniProtKB=Q8NEZ4	7	152134925	152177968	-1
